Id	Ctrl1	Ctrl3	Ctrl4	RNAi1	RNAi3	RNAi4	norm.Ctrl1	norm.Ctrl3	norm.Ctrl4	norm.RNAi1	norm.RNAi3	norm.RNAi4	baseMean	Untreated	RNAi	FoldChange	log2FoldChange	stat	pvalue	padj	dispGeneEst	dispFit	dispMAP	dispersion	betaConv	maxCooks
FBgn0036465	1	0	1	2	0	1	1	0	1	1	0	1	0.7	1	1	1.214	0.28	0.116	0.907362871819109	NA	0	4.5409	2.7735	2.7735	TRUE	0.1985
FBgn0036466	6	1	1	4	0	0	3	2	1	2	0	0	1.34	2	1	0.405	-1.303	-0.689	0.490952763138376	NA	0	2.3609	1.7314	1.7314	TRUE	1.8762
FBgn0036467	1	0	2	1	1	0	1	0	3	1	1	0	0.88	1	1	0.554	-0.853	-0.373	0.709503092955425	NA	0	3.6047	2.4942	2.4942	TRUE	0.639
FBgn0036468	3	0	1	2	0	0	2	0	1	1	0	0	0.66	1	0	0.466	-1.102	-0.416	0.677460829970374	NA	0	4.7908	3.6882	3.6882	TRUE	0.5598
FBgn0036469	0	0	0	1	0	0	0	0	0	1	0	0	0.08	0	0	1.696	0.762	0.187	0.851364854017046	NA	0	37.0774	10	10	TRUE	0.1402
FBgn0036470	2	1	1	0	0	1	1	2	1	0	0	1	0.87	1	0	0.281	-1.832	-0.811	0.417604080594279	NA	0	3.6331	2.3673	2.3673	TRUE	0.5501
FBgn0036471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0036474	3	1	2	4	1	1	2	2	3	2	1	1	1.76	2	1	0.835	-0.259	-0.177	0.859695147260704	NA	0	1.798	0.9666	0.9666	TRUE	0.1182
FBgn0036476	517	146	126	447	169	176	260	228	180	228	236	216	224.69	223	227	1.009	0.012	0.065	0.948468885493765	0.989808126900172	0.0139	0.0269	0.0218	0.0218	TRUE	0.2972
FBgn0036479	8	3	2	11	4	4	4	5	3	6	6	5	4.61	4	6	1.392	0.478	0.513	0.607954316236159	NA	0	0.6958	0.3938	0.3938	TRUE	0.0498
FBgn0036480	1098	378	432	1210	470	554	553	591	616	617	657	679	618.79	587	651	1.111	0.152	1.176	0.239657826787134	0.648990558713215	0.0019	0.0179	0.0103	0.0103	TRUE	0.033
FBgn0036481	17	8	6	30	13	16	9	13	9	15	18	20	13.78	10	18	1.815	0.86	1.518	0.128941038128132	0.487322212075093	0	0.2414	0.1472	0.1472	TRUE	0.119
FBgn0036482	2	1	1	6	0	2	1	2	1	3	0	2	1.58	1	2	1.517	0.601	0.365	0.71486932700361	NA	0	2.0011	1.2791	1.2791	TRUE	0.5503
FBgn0036483	811	254	243	785	249	315	408	397	346	400	348	386	381.06	384	378	0.985	-0.021	-0.142	0.887258366181164	0.977519449410686	0.0037	0.0211	0.0137	0.0137	TRUE	0.0797
FBgn0036484	1749	529	670	1637	672	743	881	827	955	835	940	911	891.28	888	895	1.007	0.01	0.076	0.939375451257316	0.987359658942107	0.0031	0.0164	0.0103	0.0103	TRUE	0.0489
FBgn0036485	20	2	7	15	5	3	10	3	10	8	7	4	6.92	8	6	0.78	-0.358	-0.439	0.660776800329656	0.912438217246281	0	0.4684	0.332	0.332	TRUE	0.4709
FBgn0036486	2168	751	726	2202	815	907	1092	1174	1034	1123	1140	1112	1112.43	1100	1125	1.023	0.033	0.284	0.776341635449412	0.946594790821069	2e-04	0.0157	0.0086	0.0086	TRUE	0.0382
FBgn0036487	1738	544	651	1837	707	835	875	850	928	937	989	1023	933.7	884	983	1.11	0.151	1.277	0.201434087414627	0.59756619140787	0.001	0.0162	0.0089	0.0089	TRUE	0.0218
FBgn0036488	919	216	261	924	301	342	463	338	372	471	421	419	413.95	391	437	1.112	0.154	0.916	0.359638698580577	0.774527955287197	0.0138	0.0205	0.0177	0.0177	TRUE	0.3292
FBgn0036489	905	315	336	758	348	413	456	492	479	387	487	506	467.72	476	460	0.963	-0.054	-0.343	0.731222484938904	0.934571965916031	0.0101	0.0196	0.0154	0.0154	TRUE	0.2506
FBgn0036490	0	0	0	1	0	0	0	0	0	1	0	0	0.08	0	0	1.696	0.762	0.187	0.851364854017046	NA	0	37.0774	10	10	TRUE	0.1402
FBgn0036491	0	0	2	1	0	0	0	0	3	1	0	0	0.56	1	0	0.358	-1.483	-0.459	0.646580951436463	NA	8.2835	5.6385	5.9927	5.9927	TRUE	0.9751
FBgn0036492	1	2	0	0	0	0	1	3	0	0	0	0	0.6	1	0	0.151	-2.731	-0.887	0.375027641019975	NA	6.2306	5.2206	5.3476	5.3476	TRUE	0.6841
FBgn0036493	278	101	96	293	76	107	140	158	137	149	106	131	136.92	145	129	0.903	-0.148	-0.681	0.495731743214963	0.849457990922601	0.0103	0.0358	0.0261	0.0261	TRUE	0.2335
FBgn0036494	11	0	2	9	1	0	6	0	3	5	1	0	2.4	3	2	0.726	-0.461	-0.296	0.767255584794326	NA	1.3546	1.3274	1.3343	1.3343	TRUE	0.2574
FBgn0036495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0036496	1	0	0	2	0	0	1	0	0	1	0	0	0.25	0	0	1.33	0.412	0.102	0.918745912184516	NA	0	12.4186	10	10	TRUE	0.5299
FBgn0036497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0036498	8	2	0	12	0	1	4	3	0	6	0	1	2.42	2	2	1.071	0.099	0.063	0.949587694810829	NA	1.4706	1.3163	1.3554	1.3554	TRUE	2.6119
FBgn0036499	0	0	0	2	0	0	0	0	0	1	0	0	0.17	0	0	2.419	1.274	0.314	0.753276162384087	NA	0	18.5451	10	10	TRUE	0.5299
FBgn0036500	718	251	303	711	269	372	362	392	432	363	376	456	396.73	395	398	1.009	0.013	0.078	0.938074475302657	0.987359658942107	0.0095	0.0208	0.016	0.016	TRUE	0.1805
FBgn0036501	1095	305	401	1015	330	350	552	477	571	518	462	429	501.28	533	470	0.882	-0.181	-1.216	0.223963007120909	0.62790006434559	0.0069	0.0191	0.0139	0.0139	TRUE	0.1031
FBgn0036502	268	92	87	289	78	107	135	144	124	147	109	131	131.72	134	129	0.972	-0.04	-0.187	0.851576410601565	0.96661030829975	0.0072	0.0368	0.0254	0.0254	TRUE	0.1842
FBgn0036503	5	2	3	7	5	6	3	3	4	4	7	7	4.64	3	6	1.808	0.854	0.881	0.378161899289918	NA	0	0.6919	0.424	0.424	TRUE	0.5908
